	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
124	12	 Aida M. Delgado-Colé	 November 1, 1994	 President William J. Clinton mbers of District Judge Francisco Augusto	N / A	N / A		 Associate Counsel, Hector M. Laffitte Law Offices (1970-1973); Partner, Lafitte & Dominguez Law Offices (1973-1980); Partner, Laffitte, Dominguez & Totti Law Offices (1980-1983); Partner, Dominguez & Totti Law Offices (1983-1994) Military Service: United States Army Reserve, United States Department of the Army	 American Bar Association; Association of Labor Relations Practitioners; Bar Association of Puerto Rico; Puerto Rico Chapter, Federal Bar Association Aida M. Delgado-Colén District Judge Education: Puerta Rico 1977 BBA; Catholic UJ 1980 JD Began Service: March 20, 2006 Appointed By: President George W. Bush Academic: Adjunct Professor, School of Law, Pontifical Catholic University of Puerto Rico (2003-2004) Goverment: Legal Investigator, Labor and Human Resources Department, Commonwealth of Puerto Rico (1980-1981}; Director of Research and Investigations, Labor and Human Resources Department, Commonwealt of Puerto Rico (1981-1982); Assistant Federal Public Defender, United States District Court for the District of Puerto Rico-(1982-1988); First: Assistant Federal Public Defender, United States District Court for the District of Puerto Rico (1988-1993); Acting Federal Public Defender, United States District Court for the District of Puerto Rico (1991) Judicial: Magistrate Judge, United States District Court for the District Puerto Rico (1993-2006) 
96	13	 Alan B. Johnson	 1986	 President Ronald Reagan	N / A	N / A	N / A	N / A	N / A
180	14	 Alan G. Lance, Sr. or 		 President George W. Bush	N / A	N / A	N / A	N / A	N / A
115	15	 Alan Kay .	 1991	N / A	N / A	 Public Defender, District of Columbia (1960-1962); Assistant	N / A	 Bregman, Abell & Kay (1967-1991) Military Service: District of Columbia National Guard	 The American Inns of Court; The District of Columbia Bar Association; National Conference of Bar Examiners; The Virginia Bar Association : : 
167	16	 Andrew S. Effron	 1996 : :	 President William J. Clinton	N / A	 Legislative Aide (R-WI, District 6), Office of Represeniatiy	N / A	N / A	N / A
205	17	 Anthony J. Scirica	N / A	N / A	N / A	N / A	N / A	N / A	N / A
197	18	 Arthur L. Nims Ul - or 	 June 18, 1984	 President Ronald Reagan	N / A	N / A	N / A	N / A	N / A
91	19	 Barbara B. Crabb	 November 26, 1979	 President Jimmy Carter	N / A	N / A	 Magistrate Judge, United States District Court for the Western © District of Wisconsin (1971-1979) : o ,	 Associate, Roberts, Boardman, Suhr, Bjork & Curry	N / A
49	20	 Barbara J. Rothstein	 February 20, 1980 .	 President Jimmy Carter	N / A	 Assistant Attorney General, Office of the Attorney Generals State of Washington (1969-1977) .	 Judge, King County Superior Court (1977-1980); Chief oe United States District Court for the Western District of Washington (1987-1994)	 Widett & Kruger (1966- 1968)	 American Association of Justice; American Bar Association; American Bar Foundation, American Bar Association; American Judicature Society; The American Law Institute; King County Bar Association; Massachusetts Bar Association; National Association of Women Fudges; Washington State Bar Association 
19	21	 Barry R. Poretz	 1992	N / A	N / A	N / A	N / A	N / A	N / A
53	22	 Benjamin Hale Settle	 July 9, 2007	 President George W. Bush	N / A	N / A	N / A	 Associate, Don Miles Attorneys (1972); Associate, Dor.	N / A
156	23	 Bohdan A. Futey	 May 27, 1987 eau of Customs and Border Protection involving the tariff laws of	 President Ronald Reagan Fnited States, including the classification and valuation of imported	N / A	 Chief Assistant Police Prosecutor, Department of Law, cj	N / A	 Partner, Futey & Rakowsky (1968-1972); Partner, Bazar Futey & Oryshkewych (1975-1984) : A Nonprofit: Advisor, International Republican institute	 The District of Columbia Bar Association Membership: Member, Ukrainian American Bar Association — 
135	24	 Brian K. Tester	 January 3, 2005	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
176	25	 Bruce E. Kasold		 President George W. Bush	N / A	N / A	N / A	N / A	N / A
131	26	 Bruce J. McGiverin	 January 2007	N / A	N / A	N / A	N / A	N / A	N / A
130	27	 Camille L. Velez- Riv	 March 22, 2004	N / A	N / A	N / A	N / A	N / A	N / A
121	28	 Carmen Consuelo Cerezo	 1980	 President Jimmy Carter	N / A	N / A	N / A	N / A	N / A
145	29	 Charles F Lettow .	 July 22, 2003 . ’	 President George W. Bush	N / A	 Counsel, Council on Environmental Quality, Executive Office	N / A	 Associate, Cleary Gottlieb Steen & Hamilton LLP (1973-1976); Partner, Cleary Gottlieb Steen & Hamilton LLP (1976-2003) Military Service: Second Lieutenant, First Lieutenant United States Army (1963-1965), CPT, United States Army Reserve (1965-1972) -	 American Bar Association; The American Law Institute; The District of Columbia Bar Association; Iowa State Bar Association; Maryland State Bar Association, Inc.; The State Bar of California 
81	30	 Charles N. Clevert, Jr.	 July 31, 1996 -	 President William J. Clinton	N / A	N / A	N / A	N / A	N / A
139	31	 Christine Odell Cook Miller	 October 23, 1998	 President William J. Clinton	N / A	 Trial Attorney, Foreign Litigation Unit and Court of Claims:	N / A	 Associate, Hogan & Hartson LLP; Shack & Kimball, PC: Nonprofit: Assistant General Counsel, United States Railway Association	 Cosmos Club; The District of Columbia Bat Association; The State Bar of California 
97	32	 Clarence A. Brimmer -: see	 September 26, 1975	 President Gerald Ford.	N / A	 Attomey General, State of Wyoming ( 1971-1974); Unite States Attorney, District of Wyoming, United States Department of Justic (1975) :	 Judge, Municipal Court (1948-1954); District Judge, United . States District Court for the District of Wyoming (1975-2006)	 Private Practice (1948-1971) . Military Service: United States Army Air Corps (1945-1946)	 American Bar Association; Federal Judges. :
16	33	 Claude M. Hilton	 1985	 President Ronaid Reagan	N / A	N / A	 Commissioner in Chancery, Circuit Court of Arlington County (1976-1985); Chief Judge, United States District Court for the Eastern District of Virginia	 Private Practice (1967-1985)	 American Association for Justice; American Bar Association; American Judicature Society; Arlington County Bar Association; Virginia State Bar; Virginia Trial Lawyers Association 
4	34	 Colleen A. Brown	 April 10, 2000	N / A	N / A	 Assistant U.S. Trustee for the Western District of New York	N / A	 Partner, Lawrence, Werner, Kesselring, Swartout & Brown, LLP; In-house Counsel, The Canandaigua National Bank and Trust Company	 American Bar Association; National Conference of Bankruptcy Judges 
108	35	 Colleen Koillar-Kotelly	N / A	N / A	N / A	N / A	N / A	N / A	N / A
134	36	 Curtis V. Gomez	N / A	N / A	N / A	N / A	N / A	N / A	N / A
45	37	 Cynthia Imbrogno	 1991	N / A	N / A	 Civil Rights Staff Attorney, United States District Court for	N / A	 Preston, Thorgrimson, Shidler, Gates & Ellis (1988-1990);	N / A
207	38	 D. Lowell Jensen	 1986	 President Ronald Reagan	N / A	 Deputy District Attorney, County of Alameda, California	N / A	N / A	N / A
123	39	 Daniel R. Dominguez eral Bar Association; Virgin Islands Bar Association	N / A	N / A	N / A	N / A	N / A	N / A	N / A
73	40	 David A. Faber	 December 27, 1991	 President George H/W. Bush	N / A	N / A	 Chief Judge, United States District Court for the Southern District of West Virginia (2002-2007)	 Associate and Partner, Dayton Campbell & Love send successor firms) (1967-1981); Partner, Spilman, Thomas, Battle & Klostermeyer (1987-1991) Military Service: United States Air Force (1968-1972); United States Air Force Reserve (1973), United States Naval Reserve (1973-1978); West Virginia Air National Guard (1978-1992); United States Air Force Reserve (1992-1998)	 American Judicature Society; Federal Judges Association; National Association of Former United States Attorneys; West Virginia Bar Association, West Virginia State Bar 
208	41	 David R. Hansen	N / A	N / A	N / A	 Administrative Aide (R-IA), Office of Representative Ben F. Jensen, United States House of Representatives (1962-1963)	 Judge, Police Court (1969-1973); Judge, lowa District Court, Second Judicial District (1976-1986); Judge, United States District Court for the Northern District of lowa (1986-1991); Chief Judge, United States Court of Appeals for the Eighth Circuit (2002-2003); Member, Judicial Conference of the United States (2002-2003)	 Law Clerk and Associate Attorney, Jones, Cambridge & Carl (1963-1964); Parner, Barker, Hansen & McNeal (1968-1976) Military Service: United States Army (1964-1963)	 The Dean Mason Ladd American Inn of Court, The American Inns of Court; lowa State Bar Association Summer 2008 a FEDERAL COURTS—UNITED STATES COURTS OF LIMITED. JURESDICTION FEPERAL COURTS—JUDICIAL CONFERENCE OF THE UNITED STATES 572 Judicial Conference of the United States Judicial Conference of the United States | | Thurgood Marshall Federal Judiciary Building, One Columbus Circle, NE, Reom 7-425 South, Washington, DC 20544 : Tel: (262) 502-2400 Fax: (202) 502-1144 The Judicial Conference of the United States is the principal policy making body concerned with the administration of the United States Courts, The specific duties of the Judicial Conference include surveying — the conditions of business in the courts of the United States, preparing plans for the assignment of judges to or from courts of appeals or district courts, promoting uniformity of management procedures and the expeditious conduct of court business, the reviewing of circuit council conduct and disability orders, and carrying on a continuous study of the . operation and effect of general miles of practice and procedure in use within the federal courts. in addition, the Judicial Conference supervises the Director of the Administrative Office of the United States Courts and operates through a network of committees created to address and advise on a variety of subjects dealing with administration of the courts. The Chief Justice of the United States is the presiding officer of the conference. Membership is comprised of the chief judges of each judicial circuit, the chief judge of the Court of International Trade, and a district judge from each regional judicial circuit. A circuit chief judge’s term on the conference is concurrent with his or her term as chief fudge of the circuit, seven years or until seventy years of age, whichever comes first, District judge representatives are elected for terms of not less than three nor mare than five successive years, as established by majority vote of all circuit and district judges of their circuit. Terms on the conference of elected members are effective and expire on October 1 of any given year. The Director of the Administrative Office of the United States Courts serves as the Judicial Conference Secretary. 
162	42	 Delissa A. Ridgway	 May 29, 1998	 President William J. Clinton	N / A	 Chairperson, Foreign Claims Settlement Commission of	N / A	 Shaw, Pittman, Potts & Trowbridge (1979-1994)	 American Bar Association; American Bar ~. Foundation, American Bar Association; National Conference of Federal Judges, American Bar Association; The American Law Institute; The. - Association of the Bar of the City of New York; Federal Bar Association The Foundation of the Federal Bar Association, Federal Bar Association Women’s Bar Association of the District of Columbia 
22	43	 Dennis W. Dohnal - (703) 299-2418 Fax: (703) 299-2215 .	 January 31, 2000	N / A	N / A	 Assistant United States Attorney (1971-1974)	N / A	 Private Practice (1974-2000)	N / A
187	44	 Diane L. Kroupa	 June 13, 2003	 President George W. Bush	N / A	N / A	N / A	N / A	 Section of Taxation, American Bar Association; The District of Columbia Bar Association; Minnesota State Bar Association; National Association of Women Judges; State Bar of South Dakota (continued on next page) © Leadership Directories, Inc. Summer 2008 a COURTS—UNITED STATES COURTS OF LIMITED JURISDICTION FEDERAL COURTS—UNITED STATES COURTS OF LIMITED JURISDICTION
159	45	 Donald C. Pogue	 August 1995	 President William J. Clinton	N / A	 Chairman, Commission on Hospitals and Health Care, State of Connecticut (1989-1994)	 Judge, Connecticut Superior Court (1994-1995)	 Parmer, Kestell, Pogue & Gould (1976-1989)	N / A
24	46	 Douglas O.	 Septernber 3, 1987	N / A	N / A	 Attorney, Office of the Regional Counsel, Internal Revenue	N / A	 Private Practice (1959-1961), Corporate Counsel, Carlton Industries Incorporated (1970-1975); Private Practice (1975-1987) Military Service: United States Army Reserve, United States Department of the Army (1959-1967)	 American Bankruptcy Institute, American College of Bankruptcy; National Conference of Bankruptcy Judges 
138	47	 Edward J. Damich	 October 22, 1998	 President William J. Clinton	N / A	 Commissioner, U.S. Copyright Office, Library of Conjees	N / A	N / A	 American Bar Association; The Bar Association the District of Columbia; The District of Columbia Bar Association; Fede Circuit Bar Association; Pennsylvania Bar Association; Washington Area Lawyers for the Arts 
141	48	 Emily Clark Hewitt	 November 10, 1998	 President William J, Clinton	N / A	 General Counsel, United States General Services	N / A	 Associate, Hill & Barlow (1978-1985); Partner, Hill & Barlow (1985-1993); Chair, Real Estate Department, Hill & Barlow (1987-1993) Nonprofit: Administrator, Cornell/Hofstra Upward Bound Program, Union Settlement House (1967-1969)	 American Bar Association; Federal Bar Association; National Association of Women Judges; Women’s Bar Association of the District of Columbia _ 
107	49	 Emmet G. Sullivan	 June 15, 1994	 President William J. Clinton	N / A	N / A	N / A	 Law Clerk, Neighborhood Legal Services Program (1971-1972); Associate, Houston and Gardner (1973-1974); Partner, Houston and Gardner (1974-1980); Partner, Houston, Sullivan and Gardner (1980-1984)	 American Bar Association; American Bar Foundation, American Bar Association; The Bar Association of the District of Columbia; The District of Columbia Bar Association; National Bar Association (continued on next page) © Leadership Directories, inc. Sumrner 2008 a FEDERAL COURTS-—-UNITED STATES DISTRICT COURTS FEDERAL COURTS—UNITED STATES DISTRICT COURTS
133	50	 Enrique S. Lamoutte	 November 1986	N / A	N / A	 Assistant U.S. Attorney, Puerto Rico District, Executive	N / A	N / A	 American Bar Association; The District of Columbia Bar Association; Federal Bar Association; Puerto Rico Chapter, Federal Bar Association 
154	51	 Eric G. Bruggink	 April 15, 1986	 President Ronald Reagan	N / A	 Director, Office of Appeals Counsel, Merit Systems	N / A	 Hardwick, Hause & Segrest (1976-1977); Steiner, Crum & Baker (1979-1982)	 Alabama State Bar Association; The District of Columbia Bar Association; Federal Circuit Bar Association 
172	52	 Eugene R. Sullivan	 October 1, 1986	 President Ronald Reagan	N / A	 Assistant Special Counsel, Executive Office of the	N / A	 Associate, Patton, Boggs & Blow (1972-1974)	N / A
160	53	 Evan J. Wallach	 September 25, 1995	 President William J. Clinton	N / A	 General Counsel and Public Policy Advisor (D-N'V), Office	N / A	 Associate, Lionel Sawyer & Collins (1976-1983); Partner,	N / A
118	54	 Frances Marie	 February 8, 1988 Ten Expires: February 2016 Clerkships: Law Clerk The Honorable Roger Robb, United States Court of Appeals for the District of Columbia Circuit (1970-1971) Government: Trial Attorney then Assistant Section Chief, Tax Division, United States Department of Justice (1971-1988) mber's of Chief Judge Alex R. Munson 500687, Saipan, MP 96950 70) 236-2900 Fax: (670) 236-2911 alex_munson@nmid.uscourts.gov Frances Tydingco-Gatewood Chief Judge 	 President George W. Bush	N / A	 Trial Attorney then Assistant Section Chief, Tax Division, United States Department of Justice (1971-1988) mber's of Chief Judge Alex R. Munson 500687, Saipan, MP 96950 70) 236-2900 Fax: (670) 236-2911 alex_munson@nmid.uscourts.gov Frances Tydingco-Gatewood Chief Judge Began Service: October 2006 Appointed By: President George W. Bush Clerkships: Law Clerk, Judge Forest W. Hanna, Kansas City Circuit Coy (1983-1984) 	 Judge, Superior Court of Guam (1994-2001); Associate Justice	N / A	N / A
142	55	 Francis M. AHegra	 November 16, 1998	 President William J. Clinton	N / A	 Line Attorney, Appellate Section, Tax Division, Uniteg	N / A	 Associate, Squire, Sanders & Dempsey (1982-1984) =	 The District of Columbia Bar Association; Ohig State Bar Association March 15, 195% “NYU 1973 BS; John Marshall 198! JD “Gervice: October 2, 2002 Expires: October 2017 m : Adjunct Professor, George Mason University School of Law 1991} Mos . - hips: Law Clerk The Honorable Roger J. Miner, United States District for the Northern District of New York (1981-1983) mment: Litigation Attorney, Commercial Litigation Branch, Civil on; United States Department of Justice Civil Division (1986-1987); Attorney. Advisor, Office of Legal Policy and Policy Development, ied States Department of Justice (1987-1990); Deputy Assistant eral Counsel for Legal Policy, Office of General Counsel, United es Department of Energy (1990-1994) al Practice: Associate, Skadden, Arps, Slate, Meagher & Flom LLP 3-1986) 
29	56	 Frank J. Santoro	 February 21, 2008 Term Expires: February 2022 Staff eg Career Law Clerk Heather Hanington................ (IST) 222-74 Education: Regent U 2004 JD Judicial Assistant Pamela J. Barnes ..........-..-6--- (757) 222-74 United States District Court for the Western District of Virginia Richard H. Poff Federal Building, 210 Franklin Road, SW, Roanoke, VA 24011 PO. Box 1234, Roanoke, VA 24006 Tel: (540) 857-5100 Fax: (540) 857-5110 Fax: (540) 857-5112 Internet: www.vawd.uscourts.gov Number of Judgeships: 4 Areas Covered: Counties of Albemarle, Alleghany, Amherst, Appomattor, Augusta, Bath, Bedford, Bland, Botetourt, Bristol, Buchanan, Buckingham; Buena Vista, Campbell, Carroll, Charlotte, Charlottesville, Clarke, ; Covington, Craig, Culpeper, Cumberland, Danville, Dickenson, Floyd, Fluvanna, Franklin, Frederick, Galax, Giles, Grayson, Greene, Halifax, Harrisonburg, Henry, Highland, Lee, Lexington, Louisa, Lynchburg, Madison, Martinsville, Montgomery, Nelson, Norton, Orange, Page, Patrick, Pittsylvania, Pulaski, Radford, Rappahannock, Roanoke, Rockbridge, Rockingham, Russell, Salem, Scott, Shenandoah, Staunton, : Smyth, Tazewell, Warren, Washington, Waynesboro, Winchester, ‘Wise and Wythe Court Staff 2 Clerk of Court John FE Corcoran...........--.000005- (540) 857-510! E-mail: john_corcoran@vawd.uscourts.gov Chief Deputy Clerk Patricia A. Nelms ...........-.... (540) 857-540 Supervisory Deputy Clerk Allison Cook.............-. (276) 628-511 U.S, Courthhouse, 180 West Main Street, Fax: (276) 628-102 Room 104, Abingdon, VA 24210 : 22 Supervisory Deputy Clerk Judy Farabee .............. (434) 847-37 Fax: (434) g47-200 1101 Court Street, Room A66, Lynchburg, VA 24504 Supervisory Deputy Clerk Heather McDonald ......... (434) 793-714 700 Main St, Rm. 202, Danville, VA 24541 Fax: (434) 793-02 PO. Box 1400, Danville, VA 24543 Summer 2008 © Leadership Directories, Inc. Judicial Yellow B09 United States District Court for the Western District of Virginia 511 5 District Court for the Westem District of Virginia continued Deputy Clerk - Charlottesville P cmsciREWE OC 4 SY C RAN MR EASPEDE SEN AS Em (434) 296-9284 anes nn Fax: (434) 295-8909 ain St., Rm. 304, sville, YA 22902 ; ny Deputy Clerk - Harrisonburg Jody Turner... (540) 434-3181 in St. Rm. 314, Harrisonburg, WA 22802 Fax: (540) 434-3319 erk-in-Charge - Big Stone Gap ath SWAMP. eee eee een cere n ees (276) 523-3557 ood Ave., Rim. 204, Fax: (276) 523-6214 one GaP; VA 24219 jx 490, Big Stone Gap, VA 24219 ation Officer William P Ross HH............. (540) 857-3186 ‘ox 1563, Roanoke, VA 24007 ‘Administrative Services Manager Cochran... eee eee eee (£40) 857-5100 Administrator/Budget Analyst Andy Nash ..... (540) 857-5100 and Procurement Analyst Ronda Burton....... (540) 857-5100 Resources Specialist Sherry Meador........... (540) 857-5100 ‘annel Specialist Ingrid Webb ..-............0 000s (540) 857-3100 and Procurement Specialist Ken Harfis......... (540) 857-5100 mbers of Chief Judge James P Jones “gurthouse, 180 West Main Street, Abingdon, VA 24210 ox 669, Abingdon, VA 24212-0669 76) 628-4080 Fax: (276) 628-4597 ames jones@vawd uscourts.gov James P Jones Chief Judge ’ Date of Birth: 1946 Education: Duke 1962 AB; Virginia 1965 LLB 	 President William J. Clinton	N / A	N / A	N / A	N / A	N / A
47	57	 Frank L. Kurtz	 2005	N / A	N / A	N / A	 Judge, Washington Court of Appeals, Division IIT (1996-2005)	N / A	N / A
56	58	 Franklin D. Burgess	 April 1, 1994	 President William J. Clinton	N / A	 Assistant City Attorney, Office of the City Attorney, District of Columbia (1967-1969); Regional Counsel, United States Department of Housing and Urban Development (1980-1981)	 Judge Pro Tem, Municipal Court and Pierce County District Court (1971-1980); Magistrate Fudge, United States District Court for the Western District of Washington (1981-1993)	 Tanner & Burgess (1971-1976); Tanner, McGavick, Felker, Fleming, Burgess & Lazares (1976-1979); McGavick, Burgess, Heller & Foister (1979-1980) Military Service: United States Air Force (1954-1958)	 Loren Miller Bar Association; National Conference of United States Magistrate Judges; Takoma-Pierce County Bar Association, Washington State Bar Association 
42	59	 Fred L. Van Sickle	 1991	 President George H.W. Bush	N / A	 Prosecuting Attormey, Office of the Prosecuting Attorney, County of Douglas, Washington (1971-1975)	 Judge, Washington Superior Court, Grant and Douglas Counties: (1975-1979); Judge, Washington Superior Court, Chelan and Douglas. Counties (1979-1991); District Judge, United States District Court for tht Eastern District of Washington (1991-2000); Chief Judge, United States : District Court for the Eastern District of Washington	 Clark & Van Sickle (1970-1975) Military Service: United States Army (1968-1970)	 National Conference of Federal Trial Judges, Judicial Division, American Bar Association; American Judicature Society: Superior Court Judges Association (WA); Washington State Bar Association : 
68	60	 Frederick P Stamp, Jr.	 July 30, 1990	 President George H.W. Bush	N / A	 State Legislator, West Virginia Legislature (1966-1970)	 District Judge, United States District Court for the Northern District of West Virginia (1990-2006)	 Schrader, Stamp, Byrd, Byrum & Conipanion (1960-1990) Military Service: United States Army (1959-1960); United States Army Reserve, United States Department of the Army (1960-1967) Nonprofit: Trustee, University of Richmond	 American Bar Association; American Bar — Foundation, American Bar Association; American College of Trial Lawyers; National Conference of Commissioners on Uniform State. Laws; Ohio County Bar Association; West Virginia Bar Association; West Virginia State Bar; West Virginia Bar Foundation, Inc., West Virginia State Bar 
147	61	 George W. Miller	 January 7, 2004	 President George W. Bush	N / A	N / A	N / A	 Trial Attorney, Hogan & Hartson LLP (1970); Partner, Hogan & Hartson LLP	 The District of Columbia Bar Association, The
9	62	 Gerald Bruce Lee	 October 9, 1998	 President William J. Clinton	N / A	 Virginia Appointee, Metropolitan Washington Airports Authority (1990-1992)	 Judge, Virginia Circuit Court, 19th Judicial Circuit (1992-1998) .	 Associate, Wiggs & Holland (1976-1977); Attorney/Partner, Wiggs & Lee (1977-1978); Attorney/Partner, Wiggs Lee & MeClerklin (1978-1980); Law Offices of Gerald Bruce Lee (1980-1983); Attorney/Partner, Lee & Finch (1983-1985); Law Offices of Gerald Brace Lee & Associates (1985-1986); Attorney/Principal, Cohen, Dunn & Sinclair, PC. (1986-1992)	 Alexandria Bar Association; American Bar © Association; The George Mason American Inn of Court, The American Inns of Court: Fairfax Bar Association; National Bar Association; Old Dominion Bar Association; Virginia State Bar : 
0	63	 Glen E. Clark	 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM 	 President William J. Clinton	N / A	N / A	N / A	N / A	 American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court 
32	64	 Glen E. Conrad	 October 17, 2003	N / A	N / A	 United States Probation Office, United States Department of Justice (1975-1976)	 Magistrate Judge, United States District Court for the Western	N / A	 American Bar Association; The American Inns of Court; The Ted Daiten American Inn of Court, The American Inns of Court; Federal Bar Association; Federal Judges Association; Roanoke Bar Association; The Virginia Bar Association; Virginia Trial Lawyers Began Service: 1976 Political Affiliation: Republican (1953-1955) District of Virginia (1963-1975) Association Virginia State Bar 
34	65	 Glen M. Williams	N / A	 President Gerald Ford	N / A	 Commonwealth’s Attorney, Commonwealth of Virginia (1948-1951}; State Senator Glen Williams (R-VA), Virginia State Senay	 Magistrate Judge, United States District Court for the Western	 Sole Practitioner (1947-1976) Military Service: United States Navy (1942-1946)	 American Bar Association; Federal Judges Association; Lee County Bar Association; The ‘Vingimia. Bar Associatio Law Clerk Nathan Bailey ...............0055 (276) 628-8547 ext E-mail: nathan, bailey@vawd.uscourts. gov Law Clerk Jonathan Marion ................ (276) 628-8147 ext: 3 (276) 628-8147 ext: 3 Career Law Clerk Carral Ching...............-...-.- (540) 857-5135 ‘ E-mail: carrol_ching@vawd.uscourts.gov Secretary Elizabeth St iner NON
158	66	 Gregory W. Carman	 March 1983	 President Ronald Reagan -	N / A	N / A	 Member, Judicial Conference of the United States (1996-2003); Chief Fudge, United States Court of International Trade (1996-2003)	 Carman, Callahan & Sabino (1964-1983) Military Service: CPT,, United States Army (1958-1964)	 American Bar Association; American Bar Foundation, American Bar Association; American Bar Foundation, : American Bar Association; The New York State Bar Association 
170	67	 H. F Gierke	N / A	N / A	N / A	 State’s Attorney, Office of the State’s Attorney, County of McKenzie, North Dakota (1974-1982); City Attorney, Office of the City Attomey, City of Watford, North Dakota (1974-1983)	 Justice, North Dakota Supreme Court (1983-1991); Chief Judge,	N / A	N / A
10	68	 Henry E. Hudson .	 September 3, 2002	 President George W. Bush	N / A	 Assistant Commonwealth Attorney, Office of the Commonwealth Attorney, County of Arlington, Virginia (1974-1979); Assistant U.S. Attorney, Eastern District of Virginia, United States Attomey’s Office, United States Department of Justice (1978-1979); Commonwealth Attorney, Office of the Commonwealth Attorney, County of Arlington, Virginia (1980-1986); U.S. Attorney, Eastern District of Virginia, United States Attorney’s Office, United States Department of Justice (1986-1991}; Director, United States Marshal Service, United States Department of Justice, George H.W. Bush Administration (1992-1993)	 Judge, Fairfax County Circuit Court (1998-2002).	 Counsel, Reed Smith Shaw & McClay LLP (1991-1992):	N / A
